project_id,seed,best_team_contains_synthetic_profile,synthetic_profile_count
P10,24,False,0
P10,25,False,0
P10,26,False,0
P10,27,False,0
P10,28,False,0
P10,29,False,0
P10,30,False,0
P11,1,False,0
P11,2,False,0
P11,3,False,0
P11,4,False,0
P11,5,False,0
P11,6,False,0
P11,7,False,0
P11,8,False,0
P11,9,False,0
P11,10,False,0
P11,11,False,0
P11,12,False,0
P11,13,False,0
P11,14,False,0
P11,15,False,0
P11,16,False,0
P11,17,False,0
P11,18,False,0
P11,19,False,0
P11,20,False,0
P11,21,False,0
P11,22,False,0
P11,23,False,0
P11,24,False,0
P11,25,False,0
P11,26,False,0
P11,27,False,0
P11,28,False,0
P11,29,False,0
P11,30,False,0
P12,1,False,0
P12,2,False,0
P12,3,False,0
P12,4,False,0
P12,5,False,0
P12,6,False,0
P12,7,False,0
P12,8,False,0
P12,9,False,0
P12,10,False,0
P12,11,False,0
P12,12,False,0
P12,13,False,0
P12,14,False,0
P12,15,False,0
P12,16,False,0
P12,17,False,0
P12,18,False,0
P12,19,False,0
P12,20,False,0
P12,21,False,0
P12,22,False,0
P12,23,False,0
P12,24,False,0
P12,25,False,0
P12,26,False,0
P12,27,False,0
P12,28,False,0
P12,29,False,0
P12,30,False,0
